GivenName,Surname
Jules,Daviau
Archard,Neufville
Odelette,Gagné
Garland,Méthot
Hilaire,Boutot
Luc,Rochefort
Jay,Carrière
Amedee,Cadieux
Blanche,Champagne
Marc,Therrien
Catherine,Desrosiers
Perrin,Marcoux
Serge,Séguin
Théodore,Paquette
Olivier,Harquin
Methena,Gaillou
Gemma,Ailleboust
Philippine,Tétrault
Peverell,Poirier
Annette,Tétrault
Fanette,Montminy
Fusberta,Mailloux
Maurelle,Deslauriers
Yseult,Brault
Artus,Lanctot
Bayard,Dennis
Océane,Perreault
Bellamy,Dupuis
Burnell,Lamarre
Leal,Bourget
Jay,Poisson
Huette,Bordeaux
Adorlee,Truchon
Charlotte,Nadeau
Tabor,Lemaître
Felicien,Sevier
Creissant,Fugère
Damiane,Francoeur
Bruce,Jardine
Tanguy,Bler
Perrin,Joly
Saber,Rancourt
Étienne,René
Lothair,Louis
Christian,Arsenault
Beaufort,Paré
Avenall,Parenteau
Avenall,Sauriol
Matthieu,Dubé
Ganelon,Perreault
Rachelle,Leduc
Mayhew,Quenneville
Leala,Lanteigne
Delit,Petit
Caroline,D'Avis
Thierry,Huppé
Avent,Mailloux
Xavier,Provencher
Scoville,Étoile
Patience,Bondy
Alita,Laforest
Thiery,Mothé
Antoine,Lacasse
Agathe,Saucier
Solaine,Jalbert
Rachelle,Guérette
Fusberta,Roy
Lothair,Abril
Searlait,Pirouet
Nicholas,Bonsaint
Fantina,Arpin
Villette,Beaudoin
Baptiste,Parizeau
Avice,Davignon
Avenall,Bérard
Mayhew,Bisaillon
Alphonsine,Bousquet
Archard,Boncoeur
Cammile,Bussière
Genevre,Bisaillon
Fiacre,Laisné
Lothair,Chastain
Geneviève,Veronneau
Cerise,Rocheleau
Catherine,Bourget
Manville,Tachel
Rosamonde,Crête
Favor,Dubois
Romaine,Pépin
Nicholas,Deblois
Jay,Goddu
Armina,Chouinard
Clothilde,Corbeil
Florence,Caya
Vedette,LaGarde
Christophe,Vernadeau
Archard,Marseau
Pansy,Jodion
Marthe,Beaulieu
Estelle,Croquetaigne
Seymour,Caron
Huette,Gour
Chappell,Léveillé
Rosamonde,Marois
Clarice,Brian
Grosvenor,Bizier
Frédérique,Larocque
Dominique,Paimboeuf
Juliette,Barrientos
Annette,Arnoux
Romaine,Caisse
Eloise,Barteaux
Alexandrie,Lamy
Lundy,Cinq-Mars
Jean,Laforge
Guillaume,Beaulé
Nadine,Courtemanche
Azura,Blondlot
Claudette,Duplanty
Vignette,Compagnon
Tearlach,LaGarde
Nicolas,Brousse
Rachelle,Joly
Patrick,Dupuy
Charlot,Beausoleil
Marcelle,Veilleux
Alexandre,Garcia
Creissant,Garnier
Ray,Fresne
Pénélope,Nadeau
Millard,Lagacé
Amabella,Poisson
Garland,Laderoute
Cammile,Édouard
Voleta,Corbin
Ermengardi,Thériault
Dixie,Couturier
Hamilton,Doucet
Cerise,Quinn
Melisande,Courtemanche
Gano,Levasseur
Monique,Berie
Hélène,Labrosse
Platt,Duhamel
Langley,Poissonnier
Donat,Bolduc
Cosette,Martin
Geneviève,Artois
Émile,Parenteau
Diane,Beaudry
Warrane,Bordeaux
Michel,Marcheterre
Medoro,Pouchard
Valérie,Poissonnier
Oriel,Aucoin
Byron,Norbert
Aubrey,Josseaume
Saville,St-Jacques
Alphonsine,Lanteigne
Roger,Breton
Luc,Mailloux
Thérèse,Parizeau
Sibyla,Querry
Théophile,Paquette
Parfait,Laderoute
Gabrielle,Galarneau
Beaufort,Morel
Gallia,Salois
Vivienne,Mainville
Cécile,Labossière
"La Roux",Marier
Luce,Foucault
Fabien,D'Aubigné
Jewel,Ménard
Thiery,Aupry
Medoro,Dagenais
Norris,Beaujolie
Normand,Sicard
Guillaume,Gosselin
Martin,Méthot
Jacques,Poirier
Sébastien,Charette
Romaine,Vertefeuille
Adélaïde,Lavallée
Brice,Hébert
Melusina,Lagueux
Adrien,Monty
Alexis,Belisle
Pierrette,Royer
Cheney,Morin
Montague,Paulet
Raoul,Quiron
Yolette,Langlais
Loyal,Gilbert
Pierrette,Desrosiers
Genevre,Louis
Somer,Lamarre
Tyson,Ayot
Eustache,Phaneuf
Aubin,Migneault
Beaufort,Brian
Cher,Begin
Montague,"De La Ronde"
Avent,Melanson
Medoro,Pariseau
Sumner,Chandonnet
Valentine,Mazuret
Raina,Audet
Avice,Lécuyer
Afrodille,Lajeunesse
Agathe,Bizier
Phillipa,Saucier
Cécile,Collin
Aymon,Rochefort
Jeanne,Duranseau
Mallory,Mailhot
Lance,Viens
Harbin,Collin
Auriville,Deslauriers
Élisabeth,Étoile
Brie,Bourque
Sumner,Desilets
Prewitt,Reault
Loring,Lampron
Alacoque,Avare
Perrin,Dupéré
Robinette,Ducharme
Belda,Duplessis
Gallia,Guertin
Marcel,Mainville
Talon,Vadeboncoeur
Langley,Rocheleau
Orane,LaGrande
Aimée,Cartier
Dorene,Garreau
Halette,Gousse
Zurie,Therriault
Villette,Tétrault
Simone,Coulombe
Adorlee,Lamare
Hardouin,Gilbert
Searlait,Girard
Chappell,Paquette
Ambra,Monjeau
Falerina,Deniger
Constance,CinqMars
Millicent,Beauchemin
Eliot,Charron
Azura,Grignon
Babette,Goulet
Garland,Bazin
Matthieu,Couet
Logistilla,Plante
Renée,Louineaux
Dexter,Cloutier
Geoffrey,Chauvet
Henry,Clavet
Davet,Authier
Arnou,"de Chateaub"
Gabriel,Gaillou
Evrard,Verreau
Mandel,Martel
Brigitte,Lachapelle
Cosette,Méthot
Elita,Chicoine
Paige,Cantin
Gilles,Drouin
Martine,Lacharité
Francis,Caouette
Louise,Grignon
Dominic,D'Avis
Aubin,Lebel
D'Arcy,Hébert
Ancelote,Thibault
Rachelle,Lajoie
Gay,Laframboise
Jeoffroi,Vallée
D'Arcy,Couturier
Byron,Panetier
Fantina,Jobin
Blondelle,Morel
André,Dodier
Charlot,Dumoulin
Mayhew,Provencher
Anastasie,Bouvier
Eugenia,Daviau
Patrick,Laforge
Perrin,Gour
Cinderella,Desaulniers
Vernon,Sauvé
Sacripant,Rouze
Brigitte,Fréchette
Cendrillon,Mercure
Rule,Grivois
Xavierre,Marcoux
Honore,Crête
Gabrielle,Blanc
Eleanor,Bérubé
Fantina,Garcia
Madeleine,Coudert
Senior,Lépicier
Ignace,Massé
Gifford,Hughes
Quincy,Vernadeau
Aurélie,Louis
Paien,Caya
Merle,Bolduc
Chantal,Drouin
Claire,Jodoin
Adèle,Bourget
Anaïs,Bergeron
Clovis,Grignon
Porter,Girard
Ninette,Coulombe
Gallia,Doiron
Christophe,Barteaux
Langley,Tanguay
Orville,Cailot
Jacques,Jolicoeur
Archaimbau,Deslauriers
Tearlach,Blais
Carine,Lapointe
Harcourt,Quinn
Elita,Fournier
Belda,Gaudreau
Marmion,Talon
Brier,Lacroix
Victoire,Collin
Chappell,Compagnon
Tristan,St-Jean
Yves,Therriault
Dixie,Dodier
Slainie,Lamarre
Christiane,Corbeil
Sydney,Therrien
Natalie,Therriault
Francis,Metivier
Lorraine,Allard
Loyal,Forest
Florence,Auclair
Rule,Fournier
Isaac,Giroux
Franck,Lafond
Philippe,Plourde
Avice,Gousse
Ferragus,Maheu
Fanette,Rochon
Toussaint,Cinq-Mars
Alphonse,Bousquet
Vincent,Charron
Louis,Compagnon
Yvon,Aucoin
Rémy,Bonnet
Agramant,Sauriol
Quennel,Devoe
Neville,Garcia
Inès,Clément
Pauline,Davignon
Donatien,Migneault
Roxanne,Chalut
Lowell,Bureau
René,Lemieux
Agnès,Lereau
Delit,Brousseau
Fusberta,Ruel
Vignette,Loiselle
Odelette,Caron
Delit,Guibord
Gilles,Dufour
Ranger,Laux
Demi,Pelland
Étienne,Rocher
Evrard,Coudert
Archaimbau,Grenier
Céline,Lampron
Étienne,Croteau
Flordelis,Pelland
Royden,Morneau
Afrodille,Bussière
Avice,Labbé
Armina,Boulé
Gabriel,Pirouet
Ormazd,Frappier
France,Poulin
Jean,Gauvin
Eugenia,Compagnon
Édouard,Simon
Caresse,Rocher
Alacoque,Charbonneau
Gill,Rhéaume
Adrien,Audibert
Landers,Batard
Fortun,Parenteau
Patrice,Rouleau
Jacqueline,Richard
Chantal,Gauthier
Courtland,Marcheterre
Seymour,Mousseau
Robinette,Sciverit
Arber,Mainville
Rosemarie,Lessard
Norris,Boncoeur
Claudette,Beaudry
Constance,Mercier
Alphonsine,Grivois
Audrey,Boisvert
Jeanne,Vaillancourt
Cendrillon,Cotuand
Astolpho,Langlois
Ruby,Leclerc
Susanne,Berthiaume
William,Gregoire
Dorene,Chartier
Amabella,Pichette
Philippe,Blondlot
Fauna,Beaulieu
Byron,Blondlot
Orane,LaGrande
Belda,Cliche
Yves,Labonté
Amber,Gregoire
Amaury,Rivière
Eustache,Ailleboust
Étienne,Labelle
Archard,Desforges
Pryor,LaCaille
Pauline,Fluet
Ruby,Majory
Delphine,Boutot
Methena,Garreau
Evrard,Bousquet
Vivienne,Ouellet
Harbin,Vallée
Sophie,Beauchesne
Gabriel,Massé
Chantal,Beauchemin
Maslin,Lanoie
Forrest,Thériault
Angelique,Clément
Charlotte,Couture
Rosemarie,Doyon
Avent,Labrecque
Aimé,Blanchard
Thibaut,Baron
Édith,Martin
Pierpont,Côté
Dalmace,Gingras
Guillaume,Courcelle
Luc,Leroy
Hilaire,Gervais
Melisande,Raymond
Trinette,Laux
Valentine,Dufresne
Sumner,Morel
Patrice,Deniger
Odelette,Chrétien
Delphine,Poirier
Fabrice,Boileau
Adèle,Rouze
Louis,Sabourin
Madeleine,Gadbois
Fiacre,Lampron
Durandana,Jacques
Fusberta,Couturier
Vernon,Chalifour
Dominic,Tachel
Fanette,Perillard
Villette,Meilleur
Parnella,Parmentier
Hortense,Chalut
Olympia,Moquin
Mavise,Daviau
Yseult,Meunier
Alain,Vaillancourt
Yvon,Busque
Sargent,Lapointe
Amaury,Jetté
Vedette,Pelletier
Philippe,Pelland
Aubrette,Quessy
Caroline,Bouchard
Dominique,Hervieux
Tilly,Tougas
Melville,Garcia
Mariette,Mathieu
Garland,Cantin
Gaston,Narcisse
Orva,Bussière
Loring,Gamelin
Phillipa,Provencher
Suzette,Côté
Isabelle,Brodeur
Rachelle,Bourgeau
Joanna,Garnier
Marine,Saucier
Emmanuel,Authier
Alexis,Jacques
Talbot,Gilbert
Joséphine,Aucoin
Prewitt,St-Jean
Cammile,Beaudry
Donat,Veilleux
Verney,Sevier
Jérôme,Laframboise
Bernadette,Ducharme
Pierpont,Bonami
Brunella,Brousse
Sidney,Therrien
Paul,Adler
Chappell,Couet
Prewitt,Clément
Michèle,Beaujolie
Ranger,Cuillerier
Bayard,Boncoeur
Agathe,Bussière
Eliot,Parizeau
Valérie,Vadnais
Marshall,DuLin
Trinette,Desilets
Oriel,Lesage
Nouel,Cinq-Mars
Belda,Grenier
Rosamonde,René
Maslin,Aupry
Sébastien,Brodeur
Marguerite,Courtois
Searlait,Dubé
Senapus,Gadbois
Mariette,Michaud
Dominique,Brisette
Franck,Gareau
Davet,Cailot
Agramant,Lanteigne
Delphine,"De La Vergne"
Bellamy,Bérard
Alphonsine,Lebrun
Henri,Fortin
Madeleine,Ailleboust
Nicolas,Bazinet
Arridano,Mireault
Florence,Laliberté
Raina,Guertin
Édouard,Favreau
Azura,Pinneau
Delphine,Parrot
Iva,Miron
Rosemarie,Ruel
Jeoffroi,Melanson
Holly,Fugère
Joy,Dupuy
Armand,Compagnon
Christian,Tollmache
Victor,Bonsaint
Annette,Laisné
Gaetane,Rocher
Jules,Labbé
Lucas,Audibert
Serge,Tollmache
Dielle,Auberjonois
Philippe,Ricard
Paulette,Bérard
Leroy,Saucier
Parfait,Racine
Kerman,Bourque
Talbot,Clément
Beltane,Labrie
Albracca,Martineau
Ancelote,Patel
Mason,Senneville
Josette,Thivierge
Clarice,Paimboeuf
Pascal,David
Avice,Trépanier
Fabien,Riel
Bertrand,Leclair
Nouel,Gaillou
Gabrielle,Bonnet
Delit,Desjardins
Aurélie,Cailot
Auriville,Laderoute
Patrick,Quinn
Baptiste,Léveillé
Henri,Durepos
Burnell,Caron
Telford,Dodier
Albertine,Brousseau
Lotye,Saurel
Léon,Boisvert
Platt,Duffet
Royale,Corbin
Gemma,Paimboeuf
Warrane,Dagenais
Loyal,Dubois
Burrell,Pomerleau
Bellamy,Parenteau
Searlait,Paimboeuf
Mayhew,Frappier
Bellamy,Moïse
Ambra,Laliberté
Lorraine,Viens
Marthe,Cailot
Emmanuel,Leroy
Normand,Dennis
Cher,Bisson
Edmee,Adler
Aloin,Potvin
Fusberta,Corbeil
Alexis,Pelland
Bernadette,Descoteaux
Florence,Chandonnet
Burkett,Chartier
Brigitte,Beauchamps
Grégoire,Garnier
Pinabel,Faubert
Maslin,Sylvain
Amarante,Sacré
Avice,Bizier
Jérôme,Sicard
Genevre,Mainville
Sydney,Cressac
Charline,Monjeau
Hardouin,Bourque
Jolie,Simon
Halette,Dubeau
Avril,Longpré
Archard,Dubois
Huette,Trudeau
Clarice,Lajeunesse
Avent,Auclair
Tabor,Brasseur
Arber,Guimond
Jeoffroi,Benoit
Amélie,Lagueux
Ambra,Chalut
Guillaume,Bilodeau
Jacques,Routhier
Aurore,Lalonde
Dalmace,Bourque
Rachelle,Lagrange
Percy,Huard
Coralie,Goddu
Albertine,Fortin
Grégoire,Vincent
Guillaume,Loiselle
Beaufort,Gladu
Virginie,Étoile
Garland,Fremont
Tabor,Baril
Aubrey,Sanschagrin
Hugues,Deschamps
Aubert,Laurent
Florence,Chaussée
Danielle,Dagenais
Minette,Lajeunesse
Orville,Méthot
Cendrillon,Achin
Océane,"de Brisay"
Avril,Lamontagne
Brunella,Leclair
Noelle,LaGrande
Sibyla,Berthiaume
Arnaud,Savoie
Talbot,Roussel
Favor,Généreux
Ophelia,Bossé
Michel,Denis
Arno,Plaisance
Alaine,LaGrande
Denis,Caya
Caroline,Beaulieu
Roger,Courtois
Georges,Primeau
Audrey,Laderoute
Roger,Laforge
Vick,Lévesque
Charline,Charpentier
Quennel,Bélanger
Auguste,Beaujolie
Manville,Chesnay
Barry,Quirion
Emmanuel,Pariseau
Rule,Michel
Cerise,Tisserand
Marine,Lamoureux
Campbell,Loiseau
Paul,Deblois
Telford,Martineau
Aubrette,Galarneau
Grégoire,Majory
Aleron,Bouchard
Gauthier,Souplet
Eliot,Émond
Charlot,Demers
Ruby,Lajeunesse
Arlette,"De La Ronde"
Matthieu,Guertin
Normand,Bertrand
Arienne,Ricard
Viollette,Grimard
Arnaud,Talon
Gifford,LaCaille
Lothair,Coulombe
Orlene,Lapointe
"La Roux",Clément
David,Querry
Ambra,Ménard
Delphine,Marleau
Perrin,Rancourt
Michel,Fournier
Royce,Savard
Ancelote,Tachel
Pryor,Paquette
Marsilius,Querry
Mathilde,Chartré
Harbin,Perreault
Serge,Petrie
René,Avare
Melodie,Perrault
Raoul,Harquin
Alita,Bizier
Alphonse,Pariseau
Somer,Barteaux
Marveille,"Du Trieux"
Parnella,Lamarre
Jérôme,LaGrande
Huon,Rodrigue
Fayme,Primeau
Aubert,Deserres
Patrick,Pinette
Bellamy,Lacharité
Suzette,Beaulac
Étienne,Bergeron
Lothair,Poirier
Vachel,Royer
Louis,Beaujolie
Sumner,Lamare
Roux,Drouin
Campbell,Harquin
Turner,Chouinard
Nicholas,Dennis
Beaufort,Cantin
Eliot,Parenteau
Sibyla,Cyr
Emmeline,Latourelle
Auriville,Chesnay
Saville,Villeneuve
Gustave,Dubeau
Millard,Pelchat
Arridano,Sciverit
Fealty,Villeneuve
Mirabelle,Deserres
Mathilde,Cadieux
Xavier,Villeneuve
Amitee,Vallée
Adélaïde,Devost
Edmee,Gregoire
Donat,Gingras
Emmanuelle,Beauchamps
Tempeste,Cotuand
Rosemarie,Tétrault
Voleta,Austin
Dominic,Dupuy
Liane,Boisvert
Karlotta,Corbeil
Agrican,Benoit
Sargent,Labbé
Matilda,Ferland
Julie,Dubeau
Didier,Brian
Pryor,Cuillerier
Delit,Ducharme
Davet,Mousseau
Senapus,Jomphe
Colette,Robillard
France,Grivois
Xavier,Giroux
Philip,Monjeau
Dorothée,Therrien
Yolette,Leroux
Thierry,Tanguay
Barry,Desforges
Auguste,Martin
Ernest,Bourgouin
Huette,Collin
Claude,Dubeau
Maureen,Lajeunesse
Dorene,Blondlot
Éric,Houde
Zacharie,St-Jean
Éléonore,Pépin
Merle,Desjardins
Gano,Pitre
Fabienne,Gamache
Monique,Pirouet
Philippe,Riquier
Patience,Plouffe
Frontino,Sirois
Mireille,Busson
Solaine,Levasseur
Sargent,Duplanty
Orville,Beaulieu
Paige,Picard
David,Lagrange
Claude,Breton
Namo,Nadeau
Afrodille,Breton
Ila,Labossière
Burkett,Deslauriers
Javier,Savoie
Susanne,Benjamin
Frontino,Archambault
Arber,Goulet
Huon,Courcelle
Coralie,Meunier
Montague,Mouet
Odette,Labrecque
Flordelis,Benoit
Cher,Gousse
Vedette,Primeau
Laurene,Bilodeau
Fleur,Cressac
Demi,Dodier
Paulette,Gagné
Royale,Villeneuve
Morgana,Lamoureux
Melisande,Goulet
Mandel,Houle
Dominique,Lauzier
Pryor,Létourneau
Isaac,Parmentier
Paien,Chartier
Alexis,Phaneuf
Arridano,Turcotte
Élodie,Duval
Somer,Lacasse
Maslin,Pelland
Odette,Laurent
Clarice,Labrosse
Dixie,Dastous
Joy,Lepage
Marveille,Fongemie
Eliot,Dumoulin
Mariette,Doucet
Édith,Compagnon
Scoville,Villeneuve
Fiacre,Dastous
Nadine,Charette
Gemma,Léveillé
Henry,Fecteau
Melusina,Narcisse
Moore,Lécuyer
Lowell,Simard
Felicienne,Daigle
Germaine,Gingras
Clothilde,Ferland
Falerina,Plouffe
Mayhew,Primeau
Ila,Harquin
Alaine,Veronneau
Sylvie,Laforest
Isabelle,Bureau
Carolos,Pichette
Nathalie,Goddu
Wyatt,Boulanger
Étienne,Chalifour
Jesper,Théberge
Auguste,Bois
Antoinette,Quenneville
Vignette,Langelier
Inès,L'Anglais
Vail,Cormier
Margaux,Lacharité
D'Arcy,Quiron
Adrien,LeBatelier
Sidney,Pelchat
Pomeroy,Rouleau
Arnaude,Croquetaigne
Élise,Brochu
Berangaria,Mailhot
Madelene,St-Pierre
Florus,Gadbois
Liane,Gervais
Peverell,Bellefeuille
Viollette,Sorel
Comforte,Collin
Christabel,Lalonde
Noémi,Desnoyer
Genevre,Gladu
Arienne,Joly
Claude,Généreux
Tilly,Lamy
Peppin,Rivard
Merle,Labbé
Avenall,Gousse
Ferragus,Despins
Sibyla,Pelletier
Ophelia,Perillard
Legget,Tachel
Campbell,Hachée
Tilly,Richer
Noelle,Beaudouin
Eugène,Desroches
Verrill,Rodrigue
Grosvenor,Bizier
Aubine,Vincent
Pascal,Gosselin
Odelette,Desroches
Belisarda,Paradis
Ranger,Dubois
Sylvie,Garceau
Millard,Chauvin
Algernon,Faure
Joseph,Lefèbvre
Pomeroy,Gareau
Bartlett,Lereau
Guy,Melanson
Martine,Laforge
Guerin,Brodeur
Eugenia,Salois
Zacharie,Couture
Agrican,Joly
Estelle,Guay
Émile,Racine
Danielle,Lavoie
Lucas,Parizeau
Marmion,Brisette
Arienne,Daviau
Sibyla,Norbert
Vaden,"de Chateaub"
Villette,Turgeon
Marcelle,Chalifour
Arber,Norbert
Roland,Quiron
Royce,Bussière
Ernest,Desjardins
Ogier,Dagenais
Alexandrie,Pépin
Sébastien,Bérubé
Gabriel,Beaudouin
Ninette,Gour
Noël,Lizotte
Serge,Fugère
Bartlett,Gladu
Eulalie,Lacroix
Fabrice,Mailloux
Noémi,Varieur
Pansy,Sylvain
Hugh,Chesnay
Laurence,Dandonneau
Corette,Berger
Valérie,Richer
Gifford,Masson
Arthur,LaCaille
Laurent,Auclair
Capucine,"De La Vergne"
Adrien,Rhéaume
Ranger,Gingras
Paul,Fugère
Brunella,"Des Meaux"
Telford,Lanctot
Ancelote,Chaloux
Patrice,Austin
Verrill,Asselin
Geoffrey,Henrichon
Charmaine,Larocque
Millicent,Aucoin
Aymon,Tessier
Rachelle,Bler
Audric,Lampron
Arno,Sacré
Isaac,Corbeil
Cher,Lavoie
Théodore,Tollmache
Avent,Provencher
Ganelon,Gamache
Aya,Lamoureux
Medoro,Gousse
Geoffrey,Sauriol
Saville,Lamarre
Yolande,Gendron
Verney,Fortier
Eliot,Perreault
Richard,Simard
Charline,Clavette
Raymond,Lamontagne
Aubrey,Savard
Dominique,Dupont
Lirienne,Grenier
Luc,Boulé
Ferrau,Huot
Ancelote,Desjardins
Thibaut,Pirouet
Seymour,Marquis
Richard,Théberge
Émilie,Faure
Audrey,Chaloux
Esmeraude,Brochu
Gaston,Huppé
Marguerite,Viens
Sibyla,Robert
Yolande,Laisné
Marlon,Gilbert
Vincent,Lamontagne
Tyson,Ducharme
Quincy,Deblois
Favor,Giguère
Brice,Gadbois
Melodie,Patenaude
Cloridan,Laurent
Yvette,Houle
Eleanor,Bertrand
Aloin,Mailhot
Pierpont,Bonenfant
Turner,Grenier
Frédérique,Varieur
Sargent,Bisson
Melodie,Barjavel
Jay,Duval
Mavise,Paimboeuf
Émilie,Chouinard
Nouel,Lajoie
Henry,Chauvin
Martine,Robitaille
Fanchon,Brodeur
Stéphane,Marier
Arnou,Lizotte
Romaine,Dubé
Marcel,Blanc
Roslyn,Avare
Fayette,Sansouci
Tearlach,Thériault
Algernon,Bourgouin
Arthur,Marceau
Paien,Guay
Amabella,Leroux
Virginie,Beauchemin
Daniel,Gauthier
Adrienne,Cantin
Tilly,Rossignol
Coralie,Dubeau
Annot,Durepos
Eustache,Mireault
Thierry,Baron
Yseult,Bousquet
Moore,Turgeon
Alita,Sacré
Catherine,Monjeau
Roland,Guernon
Ranger,Davignon
Talon,"de Brisay"
Éléonore,Guilmette
Didiane,Lacombe
Noelle,Franchet
Royale,Harquin
Gilles,Lang
Perrin,Berthelette
Mignonette,Brasseur
Talon,Lajeunesse
Fiacre,Mercure
Laurette,Gaillou
Royale,Béland
Aubrette,Lapointe
Marie,Larivière
Roger,Ratté
Dixie,Houde
Isaac,Proulx
Marshall,Favreau
Tempeste,Camus
Eleanor,Gour
Élise,Barjavel
Gradasso,Brunelle
Joséphine,Gagné
Mariette,Dupuy
Chappell,Savard
Susanne,Simard
Peppin,Pomerleau
Senapus,Querry
Nicole,Charlesbois
Lyle,Guertin
Olivier,Allain
Barry,Metivier
Jewel,Lanctot
Wyatt,Beaudoin
Marphisa,Ricard
Madelene,Doucet
Laverne,Sanschagrin
Aya,Lefèbvre
Fortun,Brisette
Percy,Étoile
Philip,Boncoeur
Erembourg,Demers
Mignonette,"de Brisay"
Laurette,Vachon
Charlotte,Maheu
Octave,Guérette
Alphonsine,Beauchamps
Byron,Migneault
Yseult,Bourgeau
Karlotta,Davignon
Fiacre,Boucher
Bayard,Lanoie
Prunella,Doucet
Platt,Labbé
Porter,Soucy
Roch,Montminy
Alain,Chaussée
Merci,Guédry
Norris,Boisclair
Hugh,Pelland
Philippe,Phaneuf
Blanchefle,Desaulniers
Aiglentina,"de Chateaub"
Xarles,Brisette
"La Roux",Begin
Monique,Boulanger
Éric,Brian
Turner,Tremblay
Georges,Ducharme
Gallia,Moreau
Saville,Couturier
Platt,"de Chateaub"
Amélie,Austin
Jeanette,Mercier
Holly,Therrien
Orson,Moquin
Arnaud,Pelland
Denise,Raymond
Danielle,Barteaux
Gaspar,Corbin
Dominique,Bouchard
Gaston,Beaudry
Angelique,Jetté
Sargent,Richer
Angelique,Desroches
Somer,Marcheterre
Christian,Jomphe
Durandana,Barteaux
Aceline,Chevrette
Bruno,Sylvain
Fitz,Beauchemin
Hardouin,Lapointe
Tempeste,Chrétien
Xarles,Cotuand
Georges,Guilmette
Talbot,Grandbois
Chantal,Richer
Manville,Allaire
Alita,Chesnay
Ganelon,Bélanger
Mavise,Picard
Thibaut,Poissonnier
Honore,Durand
Clarice,Sicard
Burkett,Faubert
André,Villeneuve
Fantina,Dastous
Guillaume,Martineau
Landers,Gendron
Somerville,Bernard
Diane,Ouellet
Vernon,Lamour
Genevre,Miron
Pierrette,Vadeboncoeur
Vernon,Lanctot
Neville,Cousteau
Tristan,Jodion
Dalmace,Laforest
Xarles,Lafrenière
Sumner,Caisse
Telford,Dupuis
Prewitt,Bourdette
Villette,Barrette
Céline,Ruest
Heloise,Cailot
Renée,Bérubé
Ermengardi,Maheu
Renée,Giroux
Marcel,Leroux
Pensee,Nadeau
Robinette,Cinq-Mars
Matthieu,Duclos
Warrane,Davignon
Aubrette,Achin
Raoul,Bizier
Ogier,Brian
Avelaine,Neufville
Honore,Lafond
Elita,Arsenault
Florus,Arpin
Musette,Lamontagne
Vivienne,Gauthier
Émilie,Panetier
Searlas,Voisine
Nicole,Rhéaume
Gradasso,Courtois
Pauline,"de Brisay"
Norris,Landry
Ila,Jomphe
Laurence,Fugère
Maryse,Lejeune
Ancelina,Denis
Faustin,Frappier
Émile,Lefèbvre
Renée,Casgrain
Prunella,Barjavel
Dorothée,Chassé
Florismart,Chauvin
Fusberta,Lesage
Garland,Brousse
Lyle,Tachel
Royce,Laprise
Capucine,Dupéré
Bruce,Paiement
Victorine,Sciverit
Aurore,Gaulin
Arber,Gilbert
Henriette,Lajoie
Carole,Jobin
Delphine,Gagné
Valérie,Reault
Maryse,Lapierre
Virginie,Poirier
Porter,Landry
Erembourg,Josseaume
Leverett,Édouard
Noelle,Busque
Brigliador,Gaulin
Clovis,Boisclair
Marc,Michaud
Daisi,Labossière
Fifi,Bussière
Yves,Charest
Audrey,Ruel
Aurore,D'Aubigné
Gradasso,Brasseur
Valentine,Rochon
Ferrau,Echeverri
Aya,Lafrenière
Gill,Lagueux
Alain,St-Pierre
Ferragus,CinqMars
Édith,Authier
Arber,Pépin
Ferragus,Rouleau
Raison,Rochefort
Damiane,Rousseau
Ansel,Baron
Guillaume,"Des Meaux"
Armina,Loiselle
Huon,Rivard
Fanchon,Rousseau
Parfait,Paquette
Cinderella,Bergeron
Martin,Busque
Vincent,Lereau
Medoro,Blais
Gay,Jodoin
Adrien,Courtemanche
Blanche,LaCaille
Sumner,Bondy
Orva,Paré
Marcelle,Dubeau
Somer,Parent
Fantina,Duplanty
Talbot,Galarneau
Fanette,Chassé
Royale,Bélair
Tristan,Michaud
Jay,Favreau
Maurice,Ailleboust
Vedette,Routhier
Jacqueline,Bellemare
Virginie,Dupuy
Serge,Laprise
Aubrette,Houde
Aimé,Bazin
Leroy,Deblois
Villette,Belisle
René,Mercier
Laetitia,Étoile
Seymour,Fouquet
Aubrey,Mousseau
Rachelle,Grignon
Charlot,Auberjonois
Pensee,Pinneau
Jules,Auclair
Daniel,Lagrange
Courtland,Lafrenière
Nicolas,Édouard
Somer,Laurent
Bernadette,Garreau
Christiane,Leduc
Burnell,Arpin
Bruno,Riquier
Clarimunda,Renaud
Cinderella,Cliche
Rosamonde,Dennis
Senior,Lagacé
Angelique,Auberjonois
Sumner,Doucet
Adrien,Vadeboncoeur
Raison,Galarneau
Bruce,Patel
Philippe,Bordeleau
Esmeraude,St-Jean
Jérôme,Lafrenière
Royce,Guimond
Roger,Lapierre
Sylvie,Dupont
Matthieu,Cormier
Aubrey,Covillon
Dixie,Laisné
Claire,Paquette
Aubrey,Fournier
Nadine,Quiron
Bevis,Gagné
Loyal,Lavallée
D'Arcy,Tollmache
Fabien,Duhamel
Capucine,Girard
Brigliador,LaCaille
Clothilde,Pichette
Bevis,Frappier
Avelaine,Barrière
Crescent,Lessard
Liane,Roy
Didier,Charlebois
Yvette,Bondy
Brice,Souplet
Bradamate,Godin
Leone,Migneault
Jolie,"de Brisay"
Gilles,Talon
Guillaume,Benjamin
Phillipa,Lafond
Normand,Pelchat
Arlette,Duffet
Ogier,Gervais
Marshall,Jolicoeur
